Height,Weight,Overall,pozicija
5'9,143,64,V
6'1,181,64,B
5'11,165,64,V
6'2,187,64,N
5'8,163,64,V
6'0,165,64,V
5'10,159,64,N
5'7,134,64,V
6'3,185,64,N
6'0,172,64,V
5'7,137,64,V
5'10,161,64,V
5'10,170,64,V
5'10,163,64,N
6'0,172,64,B
5'11,148,64,V
5'9,170,64,B
6'3,190,64,B
6'2,179,64,B
6'1,190,64,B
6'1,181,64,B
6'1,181,64,B
6'4,172,64,B
6'0,157,64,V
6'0,165,64,N
6'1,163,64,N
5'7,150,64,V
6'1,176,64,B
6'2,176,64,B
5'9,154,64,V
6'1,161,64,V
5'8,143,64,V
6'2,183,64,B
5'10,154,64,V
5'11,168,64,B
5'11,165,64,N
5'10,165,64,B
5'7,148,64,V
5'11,181,64,B
6'1,176,64,B
6'5,176,64,N
6'0,172,64,V
5'10,165,64,B
6'0,159,64,V
5'9,152,64,N
5'7,150,64,V
5'11,165,64,B
6'4,176,64,N
5'7,141,64,N
6'0,159,64,B
5'9,159,64,N
6'2,187,64,B
6'2,183,64,B
5'11,143,64,B
5'11,157,64,B
5'9,146,64,V
5'11,157,64,B
6'2,172,64,N
6'4,181,64,B
6'3,183,64,B
6'0,163,64,B
5'10,161,64,V
6'5,187,64,N
6'0,161,64,V
5'11,170,64,N
5'11,174,64,N
6'1,183,64,B
6'2,176,64,N
5'7,150,64,V
5'11,154,64,V
5'10,163,64,V
5'9,132,64,B
6'3,174,64,B
6'3,163,64,B
5'9,159,64,V
6'1,154,64,V
6'1,179,64,V
6'0,152,64,N
6'4,190,64,V
5'11,163,64,N
6'2,172,64,N
5'6,132,64,B
6'2,159,64,N
5'9,154,64,V
6'0,165,64,V
5'9,154,64,N
6'4,181,64,N
5'7,121,64,V
6'0,181,64,V
6'0,181,64,B
6'1,174,64,B
5'9,141,64,V
6'1,157,64,N
6'2,172,64,V
5'10,154,64,N
5'7,132,64,V
5'9,139,64,N
6'1,185,64,B
6'3,181,64,B
5'11,163,64,V
5'8,143,64,V
5'7,168,64,N
5'7,139,64,N
6'2,183,64,B
6'1,159,64,V
6'0,170,64,V
6'0,170,64,B
5'11,176,64,V
5'10,176,64,V
5'10,163,64,V
6'4,194,64,B
6'1,161,64,N
5'11,154,64,V
6'0,174,64,B
5'9,150,64,B
6'0,170,64,V
5'10,172,64,B
5'9,163,64,V
6'2,176,64,V
5'11,157,64,B
5'9,165,64,V
6'0,165,64,V
5'10,154,64,N
6'4,205,64,N
5'10,165,64,N
5'10,161,64,V
6'1,176,64,B
6'0,159,64,V
6'0,168,64,B
5'9,146,64,V
5'11,185,64,B
5'9,168,64,V
6'1,163,64,B
6'1,185,64,B
5'10,159,64,B
6'1,161,64,B
6'1,170,64,B
6'0,163,64,N
5'10,154,64,B
5'10,152,64,N
6'0,157,64,B
5'11,179,64,V
5'7,141,64,V
6'1,163,64,V
6'1,170,64,N
5'9,154,64,N
5'9,143,64,B
5'11,172,64,V
5'9,159,64,V
6'1,168,64,B
5'8,137,64,V
6'3,168,64,B
6'3,181,64,B
6'0,168,64,B
6'1,172,64,B
5'9,143,64,V
6'2,176,64,N
6'0,176,64,B
5'8,121,64,N
6'0,170,64,B
6'2,183,64,B
5'9,165,64,V
6'3,185,64,B
5'9,154,64,N
5'8,150,64,B
6'6,192,64,N
5'9,148,64,N
6'1,172,64,B
6'2,187,64,B
6'0,148,64,V
5'9,150,64,V
5'10,163,64,V
5'9,148,64,B
6'0,179,64,V
5'11,168,64,V
6'3,181,64,B
6'0,161,64,V
5'11,168,64,V
5'8,172,64,N
5'10,165,64,B
6'1,183,64,B
5'10,165,64,V
6'0,174,64,V
5'10,161,64,V
6'0,176,64,B
5'10,165,64,N
5'9,165,64,V
5'5,130,64,V
5'9,154,64,B
5'9,146,64,V
5'9,163,64,V
6'0,165,64,B
5'8,146,64,V
5'11,161,64,V
6'4,159,64,V
5'10,159,64,B
5'9,157,64,V
6'1,165,64,V
5'10,170,64,N
5'11,159,64,N
5'11,148,64,B
5'11,159,64,B
6'5,198,64,B
6'1,174,64,B
5'9,154,64,B
6'0,194,64,B
6'0,183,64,B
6'1,176,64,B
5'11,159,64,V
5'9,146,64,V
5'10,168,64,N
6'0,157,64,B
6'0,161,64,B
6'0,157,64,V
5'9,161,64,N
5'11,165,64,B
5'7,150,64,V
6'1,154,64,B
5'9,165,64,N
6'1,170,64,V
5'11,154,64,B
5'11,170,64,N
5'7,143,64,V
5'10,159,64,B
5'10,154,64,N
6'3,187,64,V
6'3,176,64,B
6'1,187,64,B
6'1,174,64,B
5'9,157,64,B
5'10,152,64,B
6'1,183,64,B
6'4,198,64,B
5'10,190,64,N
5'9,176,64,V
5'9,161,64,B
5'10,148,64,V
5'7,146,64,V
5'11,174,64,B
6'2,181,64,B
5'8,154,64,B
5'11,170,64,B
5'9,152,64,B
6'0,150,64,V
5'11,154,64,V
5'7,148,64,V
5'7,148,64,B
6'0,159,64,V
5'7,141,64,V
5'9,168,64,V
6'0,172,64,B
5'11,165,64,B
5'11,165,64,B
6'3,185,64,B
5'9,146,64,V
6'4,165,64,B
5'11,161,64,V
5'11,174,64,N
5'10,152,64,V
5'9,172,64,B
6'1,185,64,V
5'8,132,64,B
5'9,165,64,V
5'8,148,64,V
5'10,165,64,V
5'8,168,64,V
5'11,170,64,N
5'7,165,64,V
6'2,185,64,N
5'10,163,64,B
5'8,154,64,V
5'9,157,64,V
6'5,205,64,V
5'10,161,64,N
6'2,203,64,N
5'10,163,64,B
6'2,176,64,B
6'0,176,64,B
6'0,176,64,V
6'1,154,64,N
5'5,132,64,N
5'6,141,64,N
5'8,154,64,V
5'10,165,64,N
6'0,176,64,N
6'0,165,64,N
6'2,176,64,B
6'0,174,64,N
6'2,176,64,B
6'2,170,64,V
5'9,139,64,V
5'11,150,64,N
6'1,165,64,B
6'3,185,64,V
6'0,170,64,N
6'0,165,64,N
5'11,165,64,B
6'2,185,64,B
5'7,179,64,B
5'9,161,64,V
5'7,143,64,N
5'9,168,64,V
5'10,161,64,N
6'1,179,64,B
6'0,176,64,V
6'1,187,64,N
5'9,150,64,B
6'0,174,64,B
5'6,126,64,V
6'0,165,64,N
6'2,174,64,B
5'9,154,64,V
5'11,148,64,N
5'7,159,64,V
6'3,194,64,B
5'11,161,64,V
5'10,159,64,B
5'11,185,64,N
6'1,190,64,B
5'8,154,64,V
5'10,143,64,B
5'9,159,64,V
5'9,154,64,V
5'10,163,64,V
5'9,148,64,V
5'11,161,64,V
5'11,163,64,B
6'0,168,64,B
6'1,179,64,V
5'9,161,64,V
5'7,152,64,N
6'3,181,64,N
6'0,181,64,B
6'3,161,64,B
5'8,154,64,N
6'2,172,64,B
6'1,168,64,B
6'1,183,64,V
6'1,181,64,B
6'0,181,64,N
6'0,163,64,B
6'0,192,64,N
5'11,154,64,B
5'9,150,64,V
6'4,187,64,B
5'9,163,64,B
5'11,176,64,B
5'8,143,64,V
6'3,181,64,B
5'11,161,64,B
6'2,172,64,B
5'11,183,64,B
6'0,176,64,B
6'0,172,64,B
5'9,159,64,V
5'10,157,64,N
6'0,172,64,N
5'7,143,64,V
5'7,163,64,N
6'2,187,64,B
6'2,181,64,B
6'3,174,64,B
5'9,146,64,V
5'9,143,64,V
6'0,170,64,V
5'9,146,64,V
5'7,152,64,B
5'7,157,64,V
5'11,159,64,V
6'3,168,64,B
5'11,170,64,V
5'11,165,64,V
5'7,150,64,N
5'9,157,64,V
5'11,185,64,B
6'2,176,63,V
5'9,154,63,V
5'10,170,63,N
6'2,190,63,V
5'5,137,63,V
6'0,161,63,B
6'2,176,63,B
6'2,172,63,B
5'5,150,63,B
5'9,165,63,B
5'11,159,63,V
5'9,163,63,B
6'4,187,63,B
6'0,172,63,B
6'0,159,63,V
5'7,148,63,V
5'10,161,63,N
5'10,146,63,V
5'8,150,63,V
6'0,163,63,V
5'11,163,63,B
5'7,157,63,N
6'0,165,63,N
5'7,157,63,V
5'8,134,63,V
6'2,170,63,B
5'11,157,63,B
5'11,146,63,B
5'10,170,63,V
5'10,154,63,B
5'11,157,63,V
5'10,170,63,V
6'2,165,63,B
5'10,170,63,B
6'0,165,63,B
6'0,165,63,B
6'2,168,63,B
5'7,157,63,B
5'8,152,63,V
5'11,170,63,B
5'8,161,63,V
5'11,165,63,B
6'6,185,63,B
5'10,174,63,N
6'0,198,63,V
5'8,157,63,V
5'9,132,63,V
5'10,161,63,V
5'8,154,63,B
6'0,172,63,N
5'11,157,63,V
5'9,159,63,V
6'1,168,63,V
5'10,154,63,B
5'7,141,63,V
6'0,172,63,V
5'10,137,63,V
6'0,159,63,B
5'10,152,63,N
5'7,143,63,B
5'11,179,63,N
6'3,168,63,B
6'4,194,63,B
6'2,179,63,B
5'11,165,63,V
6'3,194,63,B
6'6,187,63,V
6'2,179,63,V
6'1,159,63,V
6'1,165,63,V
6'4,183,63,V
5'4,130,63,V
5'10,170,63,B
5'9,137,63,V
5'10,152,63,B
5'10,165,63,B
5'11,163,63,N
6'0,176,63,B
5'9,154,63,V
6'1,172,63,B
5'11,165,63,B
5'10,159,63,B
6'0,172,63,V
5'9,163,63,B
5'9,137,63,B
6'5,168,63,V
6'4,198,63,B
6'1,176,63,B
6'0,168,63,N
6'3,159,63,N
5'8,154,63,B
5'9,150,63,N
5'10,154,63,V
5'10,148,63,B
6'2,174,63,B
5'11,154,63,B
5'11,170,63,V
5'7,141,63,V
6'1,172,63,B
5'11,161,63,N
5'7,170,63,V
6'0,165,63,N
5'8,146,63,N
6'1,181,63,N
5'11,165,63,N
5'11,146,63,N
5'8,150,63,B
5'11,148,63,V
6'0,172,63,B
6'2,165,63,B
5'10,150,63,B
5'10,157,63,V
5'9,152,63,B
6'0,179,63,V
6'0,170,63,B
6'0,154,63,B
6'4,179,63,B
5'10,163,63,B
6'1,154,63,B
6'0,161,63,V
5'11,176,63,V
5'11,168,63,N
6'0,165,63,B
5'8,143,63,V
5'9,146,63,B
5'11,170,63,B
5'9,150,63,B
6'1,176,63,V
5'9,143,63,V
5'10,157,63,B
5'9,141,63,V
5'9,154,63,V
5'10,170,63,B
6'0,163,63,V
5'8,132,63,V
5'11,154,63,V
6'0,159,63,B
6'0,176,63,V
6'2,201,63,B
5'11,183,63,B
5'5,123,63,B
6'4,183,63,V
5'10,161,63,B
5'10,161,63,N
5'6,132,63,N
6'1,174,63,B
5'10,159,63,V
5'10,157,63,V
5'11,163,63,V
5'9,154,63,V
5'10,170,63,V
5'10,157,63,B
5'8,154,63,V
5'11,165,63,B
5'11,157,63,N
6'1,163,63,B
5'10,150,63,V
6'4,187,63,V
6'0,163,63,V
6'0,161,63,N
5'10,159,63,B
6'2,185,63,B
5'10,132,63,V
5'7,150,63,V
6'0,168,63,B
5'8,141,63,N
5'8,168,63,N
5'10,159,63,V
5'10,181,63,B
5'8,161,63,V
5'8,154,63,B
6'0,176,63,V
6'1,183,63,B
5'11,163,63,V
6'2,176,63,B
6'0,181,63,N
6'0,154,63,V
5'5,137,63,V
6'4,179,63,B
5'10,165,63,V
5'9,154,63,B
5'8,148,63,N
5'10,163,63,V
5'8,154,63,V
6'2,176,63,N
5'10,168,63,V
5'11,168,63,B
6'0,172,63,N
6'0,172,63,B
6'2,165,63,N
6'4,196,63,N
5'10,150,63,N
5'9,143,63,N
5'9,152,63,N
6'0,165,63,B
6'1,163,63,V
5'8,165,63,V
6'1,165,63,B
6'0,163,63,N
5'11,148,63,N
5'9,157,63,N
5'9,154,63,V
5'10,183,63,N
5'10,165,63,N
6'4,172,63,B
6'1,185,63,N
6'0,165,63,B
5'10,154,63,V
6'1,183,63,N
6'2,183,63,B
6'3,183,63,B
6'2,181,63,B
5'8,148,63,B
5'10,168,63,B
6'0,174,63,N
5'11,165,63,N
5'7,150,63,N
5'9,165,63,B
6'2,172,63,B
6'2,165,63,B
6'0,165,63,B
5'9,154,63,V
5'10,159,63,B
5'9,157,63,B
6'4,172,63,N
5'11,163,63,V
6'0,176,63,B
5'11,168,63,V
6'1,181,63,B
5'9,154,63,V
5'10,157,63,V
5'7,141,63,V
6'3,172,63,B
5'11,159,63,B
5'9,150,63,B
5'11,152,63,V
5'10,152,63,V
5'11,165,63,B
5'9,168,63,B
5'10,163,63,B
6'2,181,63,B
6'1,165,63,B
6'3,174,63,N
6'1,172,63,V
5'8,157,63,V
6'2,181,63,N
5'9,139,63,V
5'9,168,63,B
5'9,141,63,N
6'0,176,63,B
5'9,154,63,B
5'7,157,63,N
6'3,192,63,B
5'10,172,63,N
6'2,194,63,B
5'9,137,63,B
5'9,165,63,B
6'2,165,63,B
6'0,154,63,B
5'9,139,63,V
6'0,168,63,B
5'9,150,63,B
6'0,168,63,B
5'11,168,63,B
5'8,148,63,V
6'2,165,63,B
6'0,132,63,N
5'10,163,63,B
6'0,176,63,B
6'0,159,63,B
5'9,154,63,V
5'7,161,63,V
5'8,161,63,N
6'1,185,63,B
5'8,165,63,V
6'2,183,63,B
5'11,179,63,N
5'11,165,63,N
6'0,154,63,V
5'10,168,63,B
5'10,150,63,N
5'10,154,63,V
5'9,163,63,B
5'9,152,63,N
5'6,132,63,V
6'0,176,63,V
6'0,163,63,B
5'8,150,63,V
5'9,163,63,V
6'5,183,63,B
5'9,154,63,B
6'3,150,63,N
6'1,165,63,V
5'9,165,63,B
6'2,181,63,B
6'1,165,63,B
5'11,159,63,V
5'10,161,63,B
6'0,196,63,N
6'4,179,63,V
5'10,165,63,V
5'9,154,63,B
6'0,165,63,B
6'0,168,63,V
5'11,154,63,B
6'0,176,63,B
6'2,161,63,N
6'2,172,63,B
6'0,154,63,V
5'10,159,63,B
5'11,165,63,B
6'3,154,63,N
6'1,168,63,B
5'10,154,63,N
5'7,148,63,V
5'10,163,63,B
5'10,165,63,B
6'0,168,63,V
5'11,152,63,B
5'10,163,63,V
6'0,170,63,N
5'9,146,63,B
6'0,165,63,B
6'4,176,63,N
6'2,179,63,N
6'3,198,63,B
6'2,179,63,B
6'1,170,63,B
5'8,168,63,V
6'2,187,63,B
5'10,150,63,V
6'3,187,63,N
6'0,170,63,N
5'10,174,63,B
6'1,174,63,B
5'10,159,63,V
6'1,181,63,V
5'10,157,63,V
5'5,146,63,V
5'10,165,63,V
6'0,179,63,B
6'0,163,63,V
5'8,143,63,V
5'5,137,63,V
5'9,150,63,V
5'9,159,63,B
5'9,152,63,V
6'0,176,63,B
6'0,176,63,V
6'0,168,63,V
6'1,163,63,B
5'9,146,63,B
6'1,174,63,B
5'7,137,63,V
5'8,154,63,B
6'2,159,63,B
6'0,150,63,B
5'8,141,63,V
6'1,176,63,B
6'0,163,63,B
6'2,185,63,B
5'6,143,63,B
6'0,157,63,B
5'9,168,63,B
6'1,183,63,V
5'9,157,63,B
6'2,165,63,B
5'11,174,63,B
5'11,154,63,N
6'3,179,63,B
6'0,161,63,B
5'8,146,63,B
5'10,148,63,V
5'10,161,63,V
5'11,179,63,V
5'5,141,63,N
6'2,150,63,B
6'2,172,63,B
6'5,168,63,B
6'1,181,63,B
5'11,161,63,V
5'9,143,63,B
5'11,159,63,V
5'9,165,63,N
5'9,157,63,N
5'9,152,63,V
6'0,157,63,N
6'3,161,63,B
5'10,137,63,V
5'8,148,63,V
5'11,170,63,V
6'0,183,63,V
6'1,165,63,V
5'11,168,63,V
5'7,148,63,V
6'2,172,63,N
5'9,179,63,V
5'11,161,63,V
5'10,154,63,B
5'7,154,63,V
5'7,143,63,V
6'2,190,63,B
5'10,163,63,N
5'9,146,63,V
6'0,172,63,N
5'6,128,63,V
5'6,123,63,V
5'10,154,63,N
6'3,174,63,N
6'2,181,63,B
6'0,163,63,V
6'1,172,63,V
6'1,163,63,N
5'8,146,63,N
5'10,154,63,V
5'10,159,63,B
5'10,176,63,N
5'10,161,63,N
6'2,170,63,B
5'9,159,63,V
5'9,157,63,V
5'9,141,63,V
6'0,165,63,N
6'0,205,63,N
5'10,157,63,B
6'3,170,63,B
5'10,163,63,N
5'6,139,63,V
5'11,165,63,V
5'7,154,63,N
5'11,187,63,B
6'0,165,63,N
5'9,150,63,V
6'0,157,63,N
5'8,154,63,V
5'11,172,63,V
6'1,183,63,V
5'8,161,63,B
5'10,152,63,V
5'10,150,63,N
6'2,176,63,V
6'1,181,63,B
5'8,152,63,B
5'11,170,63,B
6'0,174,63,V
6'1,179,63,V
5'9,154,63,V
6'2,168,63,V
6'0,172,63,V
6'4,198,63,B
5'10,163,63,V
5'10,154,63,N
5'11,165,63,B
6'0,161,63,B
5'7,137,63,V
5'11,176,63,V
5'10,165,63,V
5'9,139,63,B
6'2,174,63,B
6'1,165,63,N
5'9,165,63,B
5'10,170,63,B
6'4,179,63,B
5'10,143,63,V
5'9,152,63,B
5'8,146,63,B
6'2,179,63,B
6'2,190,63,N
6'0,165,63,B
5'9,137,63,V
6'0,154,63,B
6'0,172,63,N
6'0,165,63,V
5'6,132,63,V
6'1,165,63,V
5'11,174,63,N
6'1,150,63,B
6'4,168,63,V
5'9,161,63,B
6'2,165,63,N
6'3,187,63,B
6'0,172,63,V
5'9,143,63,V
5'10,163,63,V
6'2,163,63,B
6'0,159,63,B
6'3,187,63,B
5'9,168,63,B
5'10,165,63,V
6'1,183,63,B
5'8,157,63,N
6'1,176,63,B
5'9,161,63,V
5'6,159,63,V
5'11,165,63,V
5'8,128,63,B
5'7,152,63,V
5'10,157,63,V
5'10,172,63,V
5'10,161,63,V
6'3,181,63,B
5'11,161,63,V
5'8,143,63,V
6'2,185,63,B
5'10,154,63,V
6'4,176,63,N
5'10,154,63,V
6'4,181,63,B
5'10,143,63,N
6'1,172,63,V
5'8,170,63,V
5'10,163,63,V
6'0,185,63,N
5'10,141,63,B
6'3,174,63,N
5'10,157,63,V
5'10,159,63,N
5'10,154,63,N
6'1,170,63,B
6'2,154,63,V
5'9,143,63,V
6'1,179,63,B
6'1,165,63,B
5'11,170,63,B
6'2,176,63,B
6'0,172,63,V
5'11,165,63,V
5'11,157,63,N
6'5,165,63,V
5'9,150,63,V
6'1,163,63,N
6'0,172,63,B
5'10,163,63,V
5'11,170,63,V
5'11,163,63,B
5'11,165,63,V
5'9,165,63,V
5'8,152,63,B
5'9,161,63,V
6'1,168,63,V
5'9,154,63,B
6'1,163,63,V
5'7,159,63,B
6'5,154,63,V
5'6,150,63,N
5'10,163,63,V
5'9,157,63,V
6'3,174,63,B
5'9,154,63,V
6'3,185,63,V
6'1,165,63,V
6'2,181,63,V
6'2,172,63,N
5'9,157,63,V
5'9,139,63,V
5'11,157,63,N
6'2,190,63,V
5'11,165,63,B
5'11,176,63,V
5'11,165,63,V
6'1,172,63,B
5'11,161,63,V
6'0,183,63,B
6'2,176,63,B
5'11,174,63,V
5'9,165,63,V
6'1,176,63,B
5'10,154,63,N
5'9,154,63,V
5'9,152,63,B
6'3,170,63,V
5'11,165,63,B
5'7,152,63,V
5'10,157,63,V
5'10,172,63,V
5'11,163,63,V
6'1,165,63,B
5'10,172,63,B
6'2,185,63,B
5'9,146,63,V
6'0,179,63,B
5'8,148,63,V
5'10,172,63,B
6'4,192,63,N
6'4,187,63,N
5'9,130,63,V
6'0,159,63,B
6'2,168,63,B
5'9,150,63,B
6'4,185,63,B
5'9,159,63,V
5'8,154,63,V
5'11,165,63,V
6'2,165,63,B
6'1,165,63,B
5'9,152,63,V
6'2,172,63,V
5'10,161,63,N
5'7,143,63,N
6'3,165,63,B
5'11,159,63,B
5'9,154,63,N
6'6,203,63,N
6'0,159,63,B
6'4,185,63,B
5'7,132,63,V
6'1,172,63,V
5'8,132,63,V
5'9,148,63,V
6'0,176,63,B
5'11,163,63,V
5'8,148,63,B
5'7,146,63,V
5'10,141,63,V
5'11,170,63,B
5'6,150,63,V
6'3,190,63,B
6'0,161,63,B
6'2,192,63,B
6'2,172,63,V
6'2,176,63,B
5'6,150,63,N
5'10,163,63,V
5'9,154,63,B
6'0,179,63,N
6'0,157,63,N
6'1,165,63,N
5'6,143,63,N
5'11,170,63,B
6'1,143,63,V
6'0,176,63,B
5'9,150,63,V
5'11,165,63,B
5'10,170,63,V
5'11,163,63,V
6'2,187,63,B
6'0,183,63,B
6'2,168,63,B
5'6,152,63,B
5'7,157,63,V
5'9,141,63,B
5'11,163,63,V
6'2,187,63,B
6'0,172,63,V
5'7,154,63,B
5'9,152,63,V
5'11,170,63,V
5'10,181,63,V
5'11,157,63,N
5'8,152,63,V
5'8,176,63,V
5'11,154,63,B
6'0,165,63,B
5'11,152,63,B
5'11,172,63,V
6'2,192,63,V
5'11,192,63,N
5'11,165,63,V
5'10,152,63,V
6'3,181,63,N
6'0,176,63,B
5'10,157,63,V
5'8,172,63,N
5'10,137,63,B
5'7,143,63,N
5'7,159,63,N
5'8,137,63,V
6'0,176,63,B
5'10,161,63,B
6'0,168,63,V
6'0,185,63,N
6'4,183,63,B
5'10,157,63,V
6'2,183,63,B
5'11,165,63,N
5'8,137,63,V
5'9,150,63,V
6'3,176,63,N
5'7,154,63,V
6'4,176,63,V
5'9,174,63,V
6'0,174,63,N
5'9,141,63,V
5'9,150,63,B
6'0,159,63,V
5'8,161,63,V
6'2,172,63,B
6'2,176,63,N
6'3,179,63,B
6'0,161,63,V
5'7,146,63,V
6'0,174,63,B
6'0,165,63,B
5'10,161,63,V
6'1,174,63,V
5'8,163,63,V
6'2,157,63,V
5'8,143,63,V
5'8,152,63,V
6'5,196,63,B
5'10,154,63,V
6'0,172,62,B
5'7,139,62,V
5'7,143,62,B
6'1,165,62,B
5'10,161,62,V
5'9,159,62,N
5'8,134,62,B
5'11,168,62,B
5'10,168,62,B
6'0,172,62,B
6'3,179,62,N
6'2,176,62,B
5'6,141,62,V
6'2,176,62,V
5'11,172,62,V
6'2,174,62,V
5'9,159,62,V
5'5,157,62,V
5'9,152,62,V
5'10,165,62,B
6'1,181,62,N
6'2,172,62,B
6'2,176,62,B
5'11,170,62,B
5'10,161,62,N
6'0,161,62,V
5'10,161,62,V
5'9,150,62,B
6'1,176,62,B
5'11,154,62,V
6'1,172,62,V
6'0,170,62,B
5'10,148,62,V
6'2,170,62,B
6'0,174,62,V
6'5,190,62,B
5'10,174,62,B
5'11,159,62,B
6'0,172,62,B
6'4,181,62,B
5'11,174,62,B
6'0,154,62,B
5'7,152,62,N
5'10,168,62,B
6'0,165,62,N
5'10,163,62,V
6'1,165,62,B
5'9,159,62,B
5'8,141,62,V
5'9,154,62,V
5'9,139,62,V
6'2,170,62,N
5'11,174,62,B
5'10,152,62,B
5'9,157,62,B
5'9,161,62,N
6'2,181,62,N
5'8,141,62,V
5'8,139,62,N
5'9,146,62,N
5'9,154,62,N
5'11,150,62,V
6'0,163,62,B
5'9,159,62,V
6'0,176,62,B
5'7,154,62,B
5'10,159,62,V
6'0,154,62,B
5'7,139,62,V
5'9,159,62,N
6'2,196,62,V
5'8,150,62,B
6'0,170,62,N
6'0,172,62,B
6'3,187,62,B
6'1,174,62,B
5'10,154,62,B
5'10,152,62,N
6'0,179,62,V
6'1,168,62,V
6'2,165,62,N
5'8,132,62,B
6'0,157,62,V
5'6,141,62,N
6'1,161,62,V
5'11,161,62,N
5'10,159,62,B
5'11,163,62,V
5'9,154,62,B
5'11,174,62,N
5'7,157,62,B
5'10,165,62,V
5'8,157,62,V
5'9,154,62,N
5'11,176,62,V
6'4,190,62,V
6'4,168,62,B
5'8,141,62,B
5'9,154,62,V
5'8,139,62,B
5'7,150,62,V
6'1,176,62,B
5'8,165,62,B
6'1,159,62,V
6'1,174,62,B
6'2,196,62,B
5'10,146,62,N
6'0,174,62,B
5'9,154,62,B
5'9,172,62,V
6'4,179,62,B
5'11,165,62,V
5'10,157,62,N
5'11,165,62,N
6'0,161,62,N
6'1,152,62,V
5'10,168,62,B
5'10,150,62,V
6'1,163,62,V
5'6,146,62,V
6'1,181,62,B
5'11,157,62,B
5'6,146,62,B
6'2,181,62,B
5'8,152,62,V
5'8,137,62,V
5'10,157,62,N
5'10,146,62,V
5'9,139,62,V
5'11,161,62,B
6'4,181,62,B
5'10,183,62,B
6'4,165,62,N
6'0,139,62,V
5'7,154,62,V
5'10,161,62,V
6'4,183,62,N
5'10,159,62,V
5'9,134,62,V
6'0,150,62,V
5'9,161,62,V
5'10,161,62,B
5'10,172,62,B
6'3,170,62,V
5'10,168,62,V
6'0,170,62,B
5'10,159,62,B
5'9,157,62,B
6'3,183,62,B
5'10,154,62,B
6'4,203,62,V
5'9,143,62,V
5'7,154,62,V
6'2,183,62,V
5'7,152,62,V
6'0,163,62,V
6'0,170,62,B
6'1,179,62,B
5'9,134,62,V
6'4,185,62,B
6'0,176,62,V
5'9,143,62,B
5'10,132,62,V
5'11,174,62,N
6'1,179,62,B
6'3,165,62,N
5'11,154,62,V
6'1,179,62,V
6'0,161,62,B
5'11,148,62,V
5'6,146,62,V
6'4,176,62,B
5'11,163,62,B
6'6,194,62,B
6'1,163,62,N
6'0,154,62,B
5'10,172,62,N
5'11,159,62,V
5'11,170,62,N
5'7,146,62,V
5'11,154,62,N
6'2,163,62,V
5'11,165,62,N
6'2,176,62,B
5'11,161,62,B
5'6,163,62,V
5'9,141,62,B
5'9,143,62,V
6'1,159,62,B
5'9,163,62,B
5'6,152,62,V
6'0,174,62,V
6'1,163,62,B
5'9,165,62,B
5'10,152,62,B
5'9,148,62,N
5'11,185,62,N
5'10,157,62,N
5'7,146,62,V
5'7,148,62,B
5'10,150,62,V
6'0,159,62,V
6'0,165,62,B
5'9,165,62,V
5'10,176,62,V
6'0,176,62,B
5'9,152,62,B
6'0,163,62,V
5'10,139,62,N
5'9,146,62,V
6'1,154,62,V
5'8,159,62,B
6'0,181,62,V
6'2,181,62,B
6'0,165,62,B
6'1,165,62,V
5'11,170,62,B
5'10,157,62,V
6'3,168,62,B
6'2,198,62,B
6'2,176,62,B
6'0,172,62,B
5'10,172,62,B
5'10,157,62,V
5'7,143,62,V
5'9,154,62,V
6'1,165,62,B
5'9,152,62,V
5'9,168,62,V
6'0,165,62,B
5'5,121,62,V
6'4,172,62,V
6'0,172,62,B
5'11,154,62,N
5'8,141,62,N
5'9,143,62,V
6'1,165,62,N
5'9,150,62,V
6'2,198,62,B
6'1,161,62,N
5'10,165,62,B
6'2,143,62,V
5'9,163,62,N
5'10,150,62,N
5'11,163,62,V
5'10,165,62,B
5'11,154,62,V
5'9,168,62,B
6'0,172,62,V
5'10,152,62,V
5'10,154,62,V
6'0,176,62,B
5'9,168,62,B
6'2,159,62,B
5'10,174,62,V
5'10,150,62,V
5'10,159,62,V
5'9,170,62,V
5'9,154,62,N
5'10,141,62,V
6'1,165,62,B
5'11,165,62,V
6'6,209,62,B
6'3,198,62,B
5'7,139,62,V
5'11,165,62,B
5'10,170,62,V
5'9,159,62,B
5'9,157,62,V
6'0,185,62,B
5'7,154,62,V
5'6,134,62,V
5'8,174,62,N
5'9,134,62,B
6'0,161,62,B
6'2,172,62,B
5'9,150,62,V
6'2,176,62,N
6'3,174,62,V
6'1,168,62,V
6'3,172,62,B
5'9,143,62,V
6'0,165,62,N
5'9,159,62,V
6'0,179,62,V
6'2,192,62,V
6'1,165,62,V
6'0,163,62,B
5'6,141,62,N
6'0,170,62,V
5'9,148,62,V
5'10,165,62,V
5'10,148,62,B
6'2,185,62,B
5'11,172,62,N
6'2,181,62,N
6'5,192,62,B
5'3,130,62,B
5'11,157,62,V
5'6,150,62,V
5'10,150,62,N
6'0,179,62,N
5'11,154,62,B
5'11,146,62,V
5'11,161,62,V
5'10,159,62,V
5'5,143,62,V
6'0,161,62,V
6'0,176,62,V
5'8,139,62,V
5'9,150,62,V
5'9,137,62,N
5'11,163,62,N
6'0,185,62,B
6'0,172,62,B
6'1,183,62,N
6'0,165,62,N
6'2,176,62,B
6'2,163,62,B
6'3,172,62,B
6'1,176,62,N
5'10,161,62,B
