Name,pozicija,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
N. Bandiera,V,63,63,63,64,66,66,66,64,64,64,64,62,56,56,56,62,43,40,40,40,43,41,33,33,33,41,34,64,57,60,38,68,31,27,49,66,76,76,81,68,83,51,61,61,38,79,25,17,73,51,61,50,20,17,17,9,11,11,11,5,65
A. Figueroa,B,49,49,49,44,45,45,45,44,42,42,42,43,42,42,42,43,53,53,53,53,53,56,63,63,63,56,28,43,67,37,49,45,22,27,21,53,62,62,65,57,57,51,75,55,73,34,71,66,29,32,38,56,60,66,63,8,11,12,7,13,65
M. Blázquez,B,43,43,43,37,38,38,38,37,39,39,39,40,46,46,46,40,53,58,58,58,53,56,63,63,63,56,33,19,73,62,34,25,28,32,56,45,48,53,45,52,35,64,73,62,81,27,62,61,24,26,35,56,64,63,59,9,8,12,11,9,65
K. Grant,N,63,63,63,62,63,63,63,62,60,60,60,60,51,51,51,60,48,43,43,43,48,47,43,43,43,47,38,66,53,52,52,64,39,35,31,63,86,88,71,62,60,59,72,62,62,61,35,25,64,53,55,58,53,23,24,11,10,13,15,14,65
A. Al Zain,V,60,60,60,63,62,62,62,63,62,62,62,63,59,59,59,63,56,53,53,53,56,54,49,49,49,54,62,58,55,61,63,67,58,44,56,65,78,77,77,53,58,62,58,72,56,57,63,45,58,59,46,57,29,47,44,13,13,7,9,14,65
Hwang Il Soo,N,63,63,63,67,66,66,66,67,65,65,65,68,60,60,60,68,56,50,50,50,56,52,43,43,43,52,63,58,51,62,59,68,65,60,57,67,90,89,82,64,82,58,31,74,63,52,35,51,67,64,60,60,35,23,21,14,14,11,6,6,65
R. Aponzá,V,59,59,59,64,63,63,63,64,64,64,64,63,58,58,58,63,49,45,45,45,49,46,38,38,38,46,55,54,35,66,39,68,40,33,59,63,77,75,72,58,72,58,63,55,62,63,36,19,67,62,53,62,27,26,38,7,7,7,9,15,65
Lei Tenglong,B,43,43,43,40,40,40,40,40,39,39,39,42,42,42,42,42,55,55,55,55,55,58,63,63,63,58,32,15,65,42,33,33,26,34,35,45,69,72,60,62,63,46,68,65,79,23,65,63,30,31,30,60,64,64,62,8,16,8,8,13,65
S. Lo Faso,N,63,63,63,65,64,64,64,65,64,64,64,64,57,57,57,64,46,44,44,44,46,44,38,38,38,44,59,61,58,60,63,65,69,58,56,67,78,75,70,63,63,65,60,53,58,62,45,23,61,67,61,60,26,22,14,10,13,9,13,13,65
João Reis,B,48,48,48,56,51,51,51,56,54,54,54,58,56,56,56,58,63,61,61,61,63,63,62,62,62,63,69,35,51,65,35,70,26,33,68,55,75,59,80,52,78,30,69,66,61,31,55,52,41,39,36,49,69,71,72,11,10,6,15,8,65
G. Nijholt,V,61,61,61,62,62,62,62,62,64,64,64,62,65,65,65,62,61,64,64,64,61,59,61,61,61,59,59,63,54,67,52,65,69,69,67,69,53,49,64,57,72,70,78,69,71,67,66,63,54,72,65,65,60,56,59,9,6,9,6,11,65
S. Conneely,V,56,56,56,57,57,57,57,57,58,58,58,59,60,60,60,59,63,63,63,63,63,63,64,64,64,63,54,42,61,63,40,56,40,39,61,60,68,65,72,63,81,58,83,78,72,46,64,64,53,62,52,63,62,63,62,15,14,13,12,14,65
K. Conboy,B,58,58,58,59,58,58,58,59,58,58,58,60,59,59,59,60,64,62,62,62,64,64,64,64,64,64,67,40,60,63,42,59,65,62,56,61,67,67,69,65,64,71,77,70,69,53,75,61,56,55,38,63,63,63,64,11,8,15,6,9,65
C. Nelson,B,51,51,51,51,51,51,51,51,52,52,52,54,54,54,54,54,60,60,60,60,60,61,64,64,64,61,37,38,65,58,23,57,40,53,55,49,77,66,71,58,61,42,91,88,84,28,63,56,43,50,37,65,58,66,64,14,11,8,10,13,65
Kwak Hae Seong,B,56,56,56,59,56,56,56,59,55,55,55,59,55,55,55,59,64,60,60,60,64,63,62,62,62,63,65,57,53,58,31,63,42,33,48,62,68,70,70,60,72,43,59,74,70,39,68,63,49,39,46,55,61,64,63,12,6,11,14,12,65
Álvaro Traver,V,64,64,64,65,65,65,65,65,65,65,65,64,58,58,58,64,48,46,46,46,48,45,42,42,42,45,62,64,52,66,50,68,57,56,60,67,68,74,58,60,47,67,61,40,74,63,47,26,68,62,57,54,24,26,28,13,11,7,9,11,65
F. Brustad,N,64,64,64,63,63,63,63,63,61,61,61,63,56,56,56,63,52,48,48,48,52,50,46,46,46,50,59,62,61,58,53,60,59,32,45,62,83,92,65,60,52,66,64,76,80,55,50,38,60,60,38,61,39,29,12,13,12,16,7,15,65
E. O'Connell,B,51,51,51,50,52,52,52,50,54,54,54,52,57,57,57,52,55,62,62,62,55,57,64,64,64,57,27,33,62,61,29,53,30,32,63,59,59,58,61,55,38,54,75,61,74,38,84,60,46,60,36,67,60,63,62,13,11,15,12,8,65
S. Olsson,V,52,52,52,59,58,58,58,59,62,62,62,62,63,63,63,62,60,62,62,62,60,58,56,56,56,58,57,28,44,74,38,67,54,42,69,74,64,59,60,55,69,51,37,69,69,55,64,51,48,62,44,68,58,52,54,10,13,10,6,8,65
O. Verdon,B,41,41,41,37,38,38,38,37,38,38,38,40,43,43,43,40,54,56,56,56,54,57,64,64,64,57,30,21,62,52,34,33,34,28,38,41,52,51,44,53,46,41,72,69,80,27,58,62,31,28,44,53,67,68,67,11,6,15,11,11,65
S. Ibeagha,B,44,44,44,43,43,43,43,43,44,44,44,47,48,48,48,47,57,59,59,59,57,59,64,64,64,59,30,22,63,65,20,46,29,28,55,44,73,73,38,64,48,39,67,60,77,22,61,55,20,32,30,55,68,65,66,12,6,6,15,11,65
G. Modica,B,47,47,47,44,45,45,45,44,45,45,45,45,48,48,48,45,54,57,57,57,54,57,63,63,63,57,23,31,63,48,27,44,26,26,40,47,63,51,55,66,67,44,80,67,74,30,70,67,44,36,37,67,58,64,63,12,15,8,6,6,65
M. Sylla,N,63,63,63,63,63,63,63,63,61,61,61,61,54,54,54,61,44,41,41,41,44,41,36,36,36,41,50,66,59,59,55,65,48,45,49,64,74,78,70,62,66,60,63,61,59,59,45,16,64,50,65,59,22,17,14,6,10,7,7,8,65
K. Guédé,N,63,63,63,56,60,60,60,56,58,58,58,57,59,59,59,57,57,61,61,61,57,57,62,62,62,57,48,65,63,64,63,58,46,34,53,52,50,50,36,68,57,75,51,74,88,61,85,59,63,56,47,66,51,60,52,5,8,9,9,8,65
W. Marinus,V,63,63,63,64,64,64,64,64,64,64,64,64,60,60,60,64,52,49,49,49,52,50,44,44,44,50,52,67,58,63,52,66,66,62,62,62,74,71,69,58,63,59,58,73,56,61,44,30,70,61,44,65,34,35,36,12,15,13,14,7,65
A. Leautey,V,56,56,56,64,61,61,61,64,62,62,62,64,55,55,55,64,50,45,45,45,50,47,36,36,36,47,64,59,28,63,59,64,62,60,58,61,82,87,83,54,83,50,56,62,43,41,42,18,62,61,58,59,41,24,30,14,11,11,6,8,65
T. Børven,N,64,64,64,62,62,62,62,62,60,60,60,60,52,52,52,60,47,42,42,42,47,45,41,41,41,45,56,64,63,52,66,61,38,64,33,65,73,69,74,61,58,68,78,63,70,61,34,22,63,58,59,62,34,26,23,8,7,16,14,16,65
L. Nielsen,B,44,44,44,39,41,41,41,39,41,41,41,42,45,45,45,42,53,56,56,56,53,57,63,63,63,57,27,31,71,55,29,30,30,21,41,42,49,58,42,58,54,35,61,64,75,21,59,59,39,34,39,61,60,69,67,15,11,12,12,14,65
Bruno Andrade,V,58,58,58,64,62,62,62,64,63,63,63,64,59,59,59,64,56,53,53,53,56,55,48,48,48,55,56,57,45,64,50,66,60,54,61,63,84,81,86,58,76,55,47,68,49,51,48,32,57,60,60,61,51,46,46,9,10,6,11,8,65
R. Lacazette,V,61,61,61,60,60,60,60,60,61,61,61,61,61,61,61,61,62,64,64,64,62,63,66,66,66,63,49,52,74,68,49,59,42,46,61,64,74,73,72,58,77,69,90,71,74,52,82,64,52,59,47,49,55,66,58,10,15,8,10,15,65
T. Nishino,B,44,44,44,42,42,42,42,42,42,42,42,43,45,45,45,43,55,57,57,57,55,58,64,64,64,58,31,32,60,58,31,28,29,32,32,55,61,62,35,57,54,32,62,56,80,30,59,61,29,32,39,52,62,67,69,6,8,10,11,5,65
D. Sosa,B,59,59,59,64,62,62,62,64,63,63,63,65,64,64,64,65,65,64,64,64,65,64,61,61,61,64,68,53,46,67,34,66,56,32,66,69,68,67,65,54,52,56,54,81,71,71,59,59,63,57,48,60,59,66,63,8,11,15,8,6,65
D. Kyereh,N,64,64,64,64,63,63,63,64,60,60,60,61,50,50,50,61,45,37,37,37,45,42,36,36,36,42,47,66,57,55,67,72,31,27,28,64,86,84,79,57,75,64,88,62,55,58,44,19,61,47,48,48,20,15,17,5,8,5,10,11,65
I. Ouédraogo,N,64,64,64,62,62,62,62,62,59,59,59,60,50,50,50,60,45,39,39,39,45,43,38,38,38,43,47,64,58,54,60,67,41,30,29,69,80,84,75,56,67,69,75,70,72,63,58,14,55,47,66,49,17,20,19,16,14,7,11,11,65
A. Smith-Brown,B,53,53,53,58,55,55,55,58,56,56,56,60,56,56,56,60,64,60,60,60,64,64,62,62,62,64,62,35,55,63,37,60,50,40,55,65,79,84,75,59,62,35,87,74,71,37,59,58,49,42,43,45,62,60,61,15,7,9,10,16,65
D. Atanga,V,58,58,58,63,61,61,61,63,62,62,62,63,57,57,57,63,55,50,50,50,55,53,45,45,45,53,57,52,49,62,48,63,44,38,59,62,88,91,81,56,75,57,59,62,43,51,55,38,59,61,43,49,34,38,44,6,13,12,7,12,65
R. Ogawa,B,53,53,53,57,54,54,54,57,55,55,55,58,56,56,56,58,64,60,60,60,64,64,60,60,60,64,65,45,50,60,41,53,53,57,58,59,81,75,73,60,61,47,52,75,73,50,61,64,44,42,47,63,55,62,63,9,9,9,9,13,65
Olabe,V,60,60,60,64,65,65,65,64,66,66,66,65,64,64,64,65,56,56,56,56,56,54,50,50,50,54,57,57,45,73,38,68,47,45,70,71,65,62,59,63,65,62,54,54,57,49,44,37,66,68,44,59,56,44,46,6,10,10,6,13,65
A. Skov Olsen,N,62,62,62,64,64,64,64,64,62,62,62,63,56,56,56,63,50,46,46,46,50,47,41,41,41,47,54,68,37,58,43,64,65,43,48,65,79,79,73,57,75,63,55,69,64,59,48,24,68,57,57,60,39,33,23,13,8,7,7,11,65
W. Golla,B,48,48,48,48,48,48,48,48,51,51,51,51,55,55,55,51,57,61,61,61,57,59,64,64,64,59,41,29,64,59,43,41,50,37,58,57,55,59,63,57,67,45,88,69,75,38,70,62,41,60,46,59,51,68,66,10,16,14,7,11,65
A. Çeviker,V,54,54,54,56,56,56,56,56,58,58,58,58,61,61,61,58,62,64,64,64,62,62,63,63,63,62,54,40,56,67,37,60,38,42,61,62,52,56,61,63,67,60,72,74,65,39,59,63,56,58,45,53,69,63,62,12,15,15,13,6,65
Chumi,B,48,48,48,48,48,48,48,48,49,49,49,50,53,53,53,50,58,60,60,60,58,60,63,63,63,60,38,30,60,62,33,50,34,36,51,60,57,61,49,60,61,47,74,62,67,36,55,62,34,41,50,62,70,65,63,7,14,9,11,14,65
R. Dadashov,N,64,64,64,57,61,61,61,57,58,58,58,56,53,53,53,56,44,45,45,45,44,43,45,45,45,43,35,69,66,50,58,57,41,59,46,60,57,61,43,65,51,68,57,67,80,66,63,20,65,57,66,51,38,28,27,7,14,10,8,7,65
D. Rodríguez,V,61,61,61,65,64,64,64,65,65,65,65,65,64,64,64,65,60,58,58,58,60,58,54,54,54,58,65,55,52,68,59,67,55,52,67,68,71,68,72,60,67,68,73,65,47,62,61,51,66,63,54,61,45,55,52,6,12,16,12,6,65
A. Gerrard,B,41,41,41,37,39,39,39,37,41,41,41,40,47,47,47,40,52,58,58,58,52,54,64,64,64,54,32,24,65,58,24,36,40,45,47,45,33,37,48,54,47,54,65,60,79,23,83,61,18,47,50,57,64,63,62,11,15,13,7,14,65
O. Franco,N,63,63,63,54,59,59,59,54,57,57,57,53,52,52,52,53,38,41,41,41,38,37,40,40,40,37,23,68,75,58,54,53,34,27,44,63,46,49,54,56,52,65,67,67,87,58,47,15,68,54,71,56,20,16,21,6,10,13,12,9,65
Einar Galilea,B,44,44,44,42,42,42,42,42,42,42,42,44,46,46,46,44,54,56,56,56,54,57,63,63,63,57,34,24,67,50,37,37,37,36,42,49,57,56,59,58,56,48,80,63,72,27,74,60,33,36,51,54,67,59,65,12,7,12,15,16,65
F. Tingager,B,45,45,45,42,42,42,42,42,42,42,42,46,48,48,48,46,55,58,58,58,55,57,64,64,64,57,40,19,75,54,25,46,30,21,51,56,50,53,30,58,34,45,48,62,90,17,51,56,29,29,30,63,64,68,61,11,14,13,15,14,65
R. Reid,N,64,64,64,61,62,62,62,61,60,60,60,61,55,55,55,61,49,48,48,48,49,47,46,46,46,47,47,64,58,55,56,62,51,37,46,58,78,81,62,60,65,68,63,79,83,59,67,35,64,56,66,64,38,27,13,6,6,12,10,6,65
V. Supriaga,N,64,64,64,64,65,65,65,64,62,62,62,60,52,52,52,60,41,37,37,37,41,39,33,33,33,39,28,67,44,56,44,72,32,34,28,71,80,81,73,70,62,58,57,52,64,60,27,16,65,47,62,65,12,16,14,11,9,15,10,15,65
C. Starfelt,B,43,43,43,40,40,40,40,40,40,40,40,43,43,43,43,43,55,55,55,55,55,58,64,64,64,58,27,23,64,45,26,36,30,24,38,45,68,70,55,53,61,38,65,68,78,20,67,60,32,32,39,45,66,68,67,8,15,13,7,8,65
E. Vandenabeele,B,46,46,46,43,43,43,43,43,43,43,43,44,47,47,47,44,54,56,56,56,54,56,63,63,63,56,34,39,68,56,24,44,34,21,45,45,57,59,48,53,60,43,76,60,75,39,70,61,21,34,44,49,60,68,57,14,12,5,10,14,65
D. Fox,V,59,59,59,62,62,62,62,62,64,64,64,63,66,66,66,63,63,64,64,64,63,62,60,60,60,62,69,48,56,70,58,60,71,70,69,66,60,44,67,71,83,66,69,64,59,59,45,64,66,72,68,76,66,59,58,13,13,12,13,11,65
D. Boldor,B,44,44,44,41,42,42,42,41,43,43,43,43,48,48,48,43,52,58,58,58,52,54,64,64,64,54,34,24,66,55,22,46,34,22,55,52,36,45,34,56,45,45,65,46,81,24,68,63,34,34,34,55,67,64,61,11,14,14,14,8,65
N. Brock-Madsen,N,63,63,63,57,60,60,60,57,58,58,58,57,55,55,55,57,47,48,48,48,47,46,47,47,47,46,32,66,68,60,52,60,42,22,41,62,60,65,52,57,46,64,56,77,83,59,56,25,62,53,49,48,34,40,25,9,6,13,6,9,65
K. Boto,B,53,53,53,56,54,54,54,56,55,55,55,59,58,58,58,59,63,62,62,62,63,64,63,63,63,64,60,25,63,66,33,61,30,30,63,61,69,69,58,60,58,48,72,70,72,37,50,60,61,40,42,55,64,66,64,13,15,10,13,10,65
J. Bothroyd,N,63,63,63,58,60,60,60,58,59,59,59,57,56,56,56,57,43,46,46,46,43,40,43,43,43,40,61,69,74,65,68,65,61,69,51,70,26,31,37,60,31,72,55,52,82,61,67,19,57,58,65,72,28,21,22,16,10,15,11,16,65
L. Norris,N,63,63,63,57,59,59,59,57,55,55,55,55,49,49,49,55,43,41,41,41,43,41,41,41,41,41,44,65,64,59,55,57,49,64,42,58,64,64,61,55,62,74,66,67,80,65,52,22,65,32,69,57,37,14,13,8,12,13,9,6,65
D. Schmidt,B,56,56,56,57,57,57,57,57,58,58,58,59,61,61,61,59,64,65,65,65,64,63,65,65,65,63,67,42,58,65,37,63,43,38,67,62,54,51,60,59,69,69,71,68,73,54,74,69,54,54,42,60,62,66,68,13,11,13,11,16,65
A. Longhi,B,58,58,58,59,58,58,58,59,58,58,58,60,59,59,59,60,64,62,62,62,64,64,63,63,63,64,65,40,55,61,38,58,63,40,59,63,69,73,64,66,61,71,69,73,70,63,63,62,55,49,50,63,64,62,62,12,9,6,13,8,65
D. Dziwniel,B,53,53,53,59,56,56,56,59,57,57,57,60,57,57,57,60,64,60,60,60,64,63,60,60,60,63,65,36,39,59,37,65,57,30,54,63,73,74,72,56,72,56,74,74,66,44,53,62,53,51,56,61,59,65,65,14,9,7,12,12,65
G. Fechner,V,53,53,53,54,54,54,54,54,57,57,57,56,60,60,60,56,59,64,64,64,59,60,64,64,64,60,41,38,63,69,27,52,34,40,67,65,66,65,64,57,57,51,66,57,72,42,66,64,43,58,41,54,65,66,59,14,11,7,6,7,65
Yoon Bit Garam,V,65,65,65,65,65,65,65,65,65,65,65,65,63,63,63,65,62,62,62,62,62,61,60,60,60,61,62,62,54,65,64,67,64,68,62,61,73,76,72,67,73,72,66,67,72,61,70,64,67,65,63,56,58,55,47,8,11,11,11,6,65
J. Maja,N,63,63,63,61,62,62,62,61,60,60,60,60,53,53,53,60,45,42,42,42,45,43,38,38,38,43,46,68,59,57,54,61,61,37,51,60,74,78,59,62,64,67,55,60,61,63,38,14,61,52,63,52,33,22,23,14,8,15,5,7,65
O. Cissé,V,55,55,55,51,53,53,53,51,53,53,53,55,59,59,59,55,59,64,64,64,59,59,65,65,65,59,44,43,67,64,40,59,40,42,62,65,51,46,33,47,43,67,67,81,89,44,73,65,42,51,46,66,57,69,55,7,10,11,9,9,65
A. Butler,B,44,44,44,41,41,41,41,41,43,43,43,44,49,49,49,44,55,59,59,59,55,56,63,63,63,56,41,33,65,51,52,35,17,27,48,52,42,35,54,58,59,48,71,73,76,25,70,60,25,47,38,52,64,65,64,6,10,14,11,11,65
H. Kadish,B,55,55,55,58,56,56,56,58,57,57,57,59,58,58,58,59,63,61,61,61,63,64,63,63,63,64,65,30,61,56,27,56,51,55,56,62,74,74,74,60,60,58,84,76,77,53,61,59,60,54,40,49,65,61,63,15,11,7,15,10,65
J. Allen,V,58,58,58,62,61,61,61,62,63,63,63,65,64,64,64,65,65,64,64,64,65,64,62,62,62,64,58,51,50,70,45,62,50,39,69,60,77,78,70,62,65,51,63,82,70,43,70,55,62,65,44,60,63,63,62,11,16,6,8,8,65
G. Melkadze,V,64,64,64,63,64,64,64,63,64,64,64,63,60,60,60,63,55,56,56,56,55,54,55,55,55,54,52,59,68,64,49,65,47,48,58,65,75,73,72,58,65,65,71,67,75,63,81,45,64,64,50,63,55,41,32,6,11,14,11,10,65
K. Hashimoto,V,62,62,62,63,63,63,63,63,63,63,63,65,64,64,64,65,63,62,62,62,63,62,60,60,60,62,62,59,58,66,45,65,54,56,64,64,70,70,67,63,58,56,54,76,70,53,61,65,65,62,57,57,52,57,56,14,8,14,10,8,65
Hu Rentian,N,63,63,63,64,63,63,63,64,62,62,62,64,58,58,58,64,57,54,54,54,57,56,53,53,53,56,64,60,53,58,62,68,57,53,54,64,77,84,61,65,88,62,85,61,65,56,68,48,64,55,50,60,31,52,45,7,16,10,6,10,65
C. Pickel,V,60,60,60,61,62,62,62,61,63,63,63,63,63,63,63,63,62,63,63,63,62,62,63,63,63,62,56,51,65,66,32,60,38,40,62,68,68,71,61,65,62,58,74,68,76,55,70,60,56,69,35,68,56,62,58,10,7,15,13,8,65
S. Chukwueze,N,61,61,61,66,64,64,64,66,63,63,63,64,53,53,53,64,48,40,40,40,48,44,33,33,33,44,61,62,34,60,54,73,51,40,38,69,86,83,80,56,75,75,68,60,46,63,39,15,53,54,49,50,18,21,28,13,7,9,7,6,65
D. Andrew,B,57,57,57,60,59,59,59,60,60,60,60,62,62,62,62,62,64,62,62,62,64,64,60,60,60,64,68,30,58,63,40,60,62,64,66,60,72,69,64,64,59,66,51,72,66,64,50,59,65,60,38,58,61,62,64,10,8,10,6,6,65
T. Walker,N,64,64,64,63,63,63,63,63,60,60,60,61,53,53,53,61,49,43,43,43,49,47,42,42,42,47,47,67,59,52,54,65,56,33,34,66,80,86,85,59,74,66,67,67,63,58,32,31,61,52,69,58,30,34,18,7,13,15,12,8,65
N. Venema,N,63,63,63,58,60,60,60,58,57,57,57,56,50,50,50,56,40,37,37,37,40,39,34,34,34,39,38,69,64,51,41,56,53,33,45,56,72,70,60,59,60,72,62,64,61,56,30,17,68,50,58,64,21,15,15,8,9,9,8,11,65
R. Sufyani,V,64,64,64,64,63,63,63,64,63,63,63,64,60,60,60,64,52,51,51,51,52,50,46,46,46,50,59,65,60,65,53,63,69,57,60,65,69,71,78,60,60,68,78,74,72,53,52,34,64,62,63,50,23,35,36,13,12,12,13,7,65
J. Borring,V,64,64,64,62,63,63,63,62,62,62,62,63,60,60,60,63,54,53,53,53,54,52,49,49,49,52,64,59,66,64,60,62,63,63,61,64,66,72,53,62,53,67,46,67,75,61,60,41,63,61,61,65,40,32,32,12,16,15,10,15,65
N. Nyauza,B,52,52,52,54,52,52,52,54,53,53,53,55,54,54,54,55,62,62,62,62,62,63,65,65,65,63,30,54,66,66,21,66,26,28,64,67,77,74,74,55,79,35,91,60,66,13,39,66,23,26,49,53,67,71,69,11,7,8,7,14,65
Marcelo Vildeia,N,64,64,64,63,65,65,65,63,62,62,62,62,55,55,55,62,49,44,44,44,49,47,40,40,40,47,34,59,53,61,72,72,59,49,43,62,81,87,77,63,80,65,60,63,49,61,41,38,71,46,62,59,22,23,31,12,18,17,18,14,65
V. Janelt,V,55,55,55,58,58,58,58,58,60,60,60,60,63,63,63,60,62,65,65,65,62,61,63,63,63,61,50,40,53,67,38,63,48,49,67,68,65,54,66,62,69,66,67,72,66,57,68,67,46,60,52,62,64,64,57,6,8,6,6,14,65
L. Nieuwpoort,B,48,48,48,48,47,47,47,48,48,48,48,50,52,52,52,50,58,61,61,61,58,59,63,63,63,59,32,28,63,62,28,58,48,45,66,57,65,67,66,50,48,55,69,66,72,45,63,65,23,28,37,62,64,64,62,8,13,9,8,13,65
Hu Jinghang,N,63,63,63,58,60,60,60,58,57,57,57,57,50,50,50,57,41,40,40,40,41,40,39,39,39,40,32,55,69,48,65,59,32,33,35,59,81,72,76,65,64,72,66,83,78,59,76,10,64,54,55,58,24,13,10,13,14,5,15,11,65
Aguado,V,60,60,60,62,63,63,63,62,64,64,64,62,63,63,63,62,56,56,56,56,56,55,51,51,51,55,55,61,53,72,68,65,65,49,69,69,58,59,52,62,80,59,59,42,37,64,44,44,59,65,52,63,42,53,61,12,12,8,6,11,65
A. Raineau,B,55,55,55,57,56,56,56,57,57,57,57,59,60,60,60,59,64,64,64,64,64,64,65,65,65,64,63,43,57,64,35,58,60,46,62,65,54,63,65,62,70,52,75,72,70,52,67,63,55,50,55,64,67,65,67,15,8,10,11,13,65
C. Mackail-Smith,N,63,63,63,62,62,62,62,62,61,61,61,62,58,58,58,62,53,52,52,52,53,51,48,48,48,51,58,63,58,55,61,59,56,52,48,60,71,69,72,69,73,64,72,80,73,58,70,52,67,61,64,66,28,33,25,15,8,16,16,12,65
A. Power,V,53,53,53,58,56,56,56,58,60,60,60,60,63,63,63,60,61,64,64,64,61,60,60,60,60,60,57,48,51,69,38,60,38,49,67,64,55,43,72,71,78,44,60,79,68,41,80,50,48,63,67,65,50,64,63,15,8,8,9,7,65
A. Sabbione,V,56,56,56,57,59,59,59,57,60,60,60,60,64,64,64,60,63,66,66,66,63,63,65,65,65,63,41,33,60,69,41,61,37,40,66,69,61,68,65,62,67,60,70,82,78,46,70,61,57,60,40,58,63,64,63,9,14,14,12,12,65
G. Karlen,N,63,63,63,59,62,62,62,59,60,60,60,57,55,55,55,57,44,45,45,45,44,43,44,44,44,43,32,67,61,52,58,54,57,50,46,59,69,74,61,67,62,61,69,52,72,58,57,35,69,65,65,64,22,35,18,15,13,15,13,13,65
K. Jackson,N,64,64,64,62,63,63,63,62,60,60,60,60,51,51,51,60,47,41,41,41,47,46,40,40,40,46,41,64,58,53,54,63,41,39,33,60,90,90,73,62,51,64,58,62,58,58,44,23,65,51,60,64,37,25,21,12,16,15,8,12,65
G. Zakuani,B,41,41,41,41,40,40,40,41,42,42,42,43,45,45,45,43,54,56,56,56,54,58,63,63,63,58,18,22,61,48,15,34,22,14,40,43,77,70,75,61,63,31,76,69,76,14,63,58,24,46,29,44,68,66,63,11,6,6,11,10,65
J. Mezú,V,56,56,56,65,61,61,61,65,64,64,64,64,61,61,61,64,55,51,51,51,55,52,45,45,45,52,68,52,27,60,49,63,72,78,67,59,84,81,84,58,82,51,86,57,55,65,48,38,63,73,33,57,22,53,44,9,11,8,7,9,65
A. Verschueren,V,52,52,52,56,54,54,54,56,57,57,57,59,60,60,60,59,64,64,64,64,64,64,63,63,63,64,58,28,62,65,38,55,32,44,64,64,66,66,72,60,71,44,50,74,62,39,62,66,55,54,43,60,64,64,64,9,15,14,12,6,65
K. Miyahara,B,48,48,48,53,51,51,51,53,54,54,54,57,59,59,59,57,64,64,64,64,64,63,61,61,61,63,57,26,46,71,25,49,32,34,66,60,71,72,71,62,77,49,77,83,60,40,68,71,37,43,36,47,53,65,55,15,11,6,12,12,65
Nito Carbelho,N,63,63,63,63,64,64,64,63,64,64,64,62,59,59,59,62,51,50,50,50,51,50,46,46,46,50,43,58,58,63,55,66,49,45,57,62,73,74,72,71,63,71,58,59,63,63,55,37,63,65,62,60,24,32,43,7,11,7,11,9,65
N. Manzambi,N,63,63,63,60,61,61,61,60,60,60,60,58,52,52,52,58,41,40,40,40,41,40,38,38,38,40,32,65,63,59,57,68,53,32,45,67,73,77,86,51,70,64,75,57,81,55,32,13,56,48,59,51,28,15,19,5,9,9,12,14,65
A. Ferdinand,B,47,47,47,46,46,46,46,46,48,48,48,48,52,52,52,48,57,60,60,60,57,58,64,64,64,58,43,35,66,58,42,45,44,42,57,46,55,55,60,58,57,55,76,64,73,43,67,63,25,52,51,65,64,65,64,7,11,12,7,14,65
D. Boysen,V,62,62,62,64,63,63,63,64,62,62,62,63,56,56,56,63,53,50,50,50,53,51,47,47,47,51,59,59,54,60,59,64,53,53,46,65,83,80,82,65,77,63,57,72,65,58,69,31,58,58,56,59,55,26,26,15,15,12,10,14,65
G. Kusunga,B,52,52,52,50,49,49,49,50,50,50,50,51,54,54,54,51,59,61,61,61,59,59,64,64,64,59,46,32,65,67,39,48,36,33,59,56,64,64,63,57,36,67,67,63,84,48,66,64,32,36,55,58,61,63,56,8,14,7,7,12,65
A. Tshibola,V,60,60,60,62,61,61,61,62,63,63,63,63,63,63,63,63,63,65,65,65,63,63,64,64,64,63,59,55,61,68,42,65,54,51,67,68,64,69,77,55,66,60,63,67,73,53,73,67,53,64,51,60,56,63,62,7,9,14,9,15,65
C. Jopia,B,59,59,59,62,61,61,61,62,62,62,62,64,62,62,62,64,64,63,63,63,64,64,62,62,62,64,59,44,57,65,27,68,56,32,64,65,75,74,66,57,69,55,66,80,73,51,57,58,65,57,38,59,62,64,61,12,14,9,14,9,65
Francisco Júnior,V,57,57,57,62,61,61,61,62,63,63,63,62,63,63,63,62,63,64,64,64,63,62,60,60,60,62,46,49,39,64,58,64,49,43,59,69,75,70,82,67,87,58,86,75,49,59,78,67,57,60,52,65,59,62,55,10,10,13,10,12,65
M. Fox,B,54,54,54,55,54,54,54,55,54,54,54,58,56,56,56,58,63,61,61,61,63,64,64,64,64,64,64,39,60,57,34,60,59,29,54,63,66,61,56,64,71,59,79,73,70,38,59,63,47,43,39,59,64,67,64,8,11,10,7,13,65
A. Hanche-Olsen,B,50,50,50,50,49,49,49,50,49,49,49,52,51,51,51,52,60,59,59,59,60,61,64,64,64,61,52,33,63,57,31,54,42,29,46,53,63,68,57,62,78,40,73,63,73,26,67,65,46,35,38,64,61,64,63,10,13,15,6,12,65
